Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Belize,BLZ,Human capital (constant 2018 US$),NW.HCA.TO,6812813188.08168,6823042491.65521,6912100760.33335,7076522284.37519,7139699072.17954,7348016610.39688,7381274472.59371,7311074568.12363,7439674462.62268,7575913864.86796
Belize,BLZ,Human capital per capita (constant 2018 US$),NW.HCA.PC,21651.6921329128,21159.0828484892,20930.7278116424,20936.4564626485,20651.9794402312,20794.3509290562,20450.5392208352,19845.4792837232,19798.5317112979,19776.7877622372
Belize,BLZ,"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,6609.89691492422,6420.89213163566,6353.21003795871,6374.51204071353,6321.69373315354,6371.27094820338,6319.9334559107,6117.27577034743,6102.10538292659,6093.67702839182
Belize,BLZ,"Human capital per capita, employed male (constant 2018 US$)",NW.HCA.MEMP.PC,10145.6695565792,9785.04652921204,9668.1968357113,9694.64052117316,9612.22090550099,9671.43502603324,9555.34839043512,9240.58478999534,9214.23246594856,9205.83948873828
Belize,BLZ,"Human capital per capita, female (constant 2018 US$)",NW.HCA.FEMA.PC,8541.36762702886,8383.35818848429,8299.97709210209,8305.3349140247,8193.56021199008,8258.36016528661,8141.33873427391,7904.76441013748,7887.83377081395,7876.9389311873
Belize,BLZ,"Human capital per capita, male (constant 2018 US$)",NW.HCA.MALE.PC,13110.3245058839,12775.7246600049,12630.7507195403,12631.1215486238,12458.4192282412,12535.9907637696,12309.2004865613,11940.7148735857,11910.6979404839,11899.8488310499
Belize,BLZ,"Human capital per capita, self-employed female (constant 2018 US$)",NW.HCA.FSEM.PC,1931.47071210464,1962.46605684861,1946.76705414337,1930.82287331117,1871.86647883651,1887.08921708327,1821.40527836319,1787.48863979007,1785.72838788735,1783.26190279549
Belize,BLZ,"Human capital per capita, self-employed male (constant 2018 US$)",NW.HCA.MSEM.PC,2964.65494930475,2990.67813079289,2962.553883829,2936.48102745057,2846.19832274019,2864.55573773633,2753.85209612618,2700.13008359037,2696.46547453532,2694.00934231163
Belize,BLZ,"Human capital, employed female (constant 2018 US$)",NW.HCA.FEMP.TO,2079837113.76548,2070506560.33576,2098065023.30537,2154585069.76117,2185504348.95717,2251390529.88284,2281072542.04222,2253604393.79599,2292982037.63694,2334310952.94308
Belize,BLZ,"Human capital, employed male (constant 2018 US$)",NW.HCA.MEMP.TO,3192385654.32542,3155325243.99583,3192796318.43479,3276788496.15653,3323088950.34527,3417556309.40926,3448840560.60492,3404231436.63428,3462422919.49703,3526490138.79046
Belize,BLZ,"Human capital, female (constant 2018 US$)",NW.HCA.FEMA.TO,2687584030.68277,2703331214.8914,2740959534.96452,2807203200.94035,2832636668.68815,2918223698.16667,2938477813.37769,2912115208.69465,2964003408.22499,3017426873.30885
Belize,BLZ,"Human capital, male (constant 2018 US$)",NW.HCA.MALE.TO,4125229157.39891,4119711276.76381,4171141225.36883,4269319083.43484,4307062403.49141,4429792912.23019,4442796659.21603,4398959359.42898,4475671054.3977,4558486991.55913
Belize,BLZ,"Human capital, self-employed female (constant 2018 US$)",NW.HCA.FSEM.TO,607746916.917285,632824654.555631,642894511.659145,652618131.179176,647132319.730963,666833168.283847,657405271.335461,658510814.898661,671021370.588042,683115920.36577
Belize,BLZ,"Human capital, self-employed male (constant 2018 US$)",NW.HCA.MSEM.TO,932843503.073487,964386032.767998,978344906.934038,992530587.278294,983973453.146126,1012236602.82094,993956098.611112,994727922.794693,1013248134.90066,1031996852.76866
Belize,BLZ,Natural capital (constant 2018 US$),NW.NCA.TO,3688506485.38428,4086993572.68309,3953632127.31275,4085576667.78036,4903989656.85407,4467763082.45784,4738966474.99069,4571293211.64387,4496819967.70791,4635833277.10304
Belize,BLZ,Natural capital per capita (constant 2018 US$),NW.NCA.PC,11722.3831986915,12674.2630888505,11972.1052677706,12087.5049342614,14185.0647407664,12643.4435753803,13129.7677823604,12408.5049176001,11966.9796276646,12101.7599272799
Belize,BLZ,"Natural capital per capita, agricultural land (constant 2018 US$)",NW.NCA.AGRI.PC,3397.3278408924,3320.72548580281,3476.99963961298,3328.96192918292,3498.17794478881,3558.66917272611,3703.79959398277,3697.9989291453,3651.19046666066,3731.99358910004
Belize,BLZ,"Natural capital per capita, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.PC,3133.23412395395,3047.85083867234,3184.14233995015,3011.90374520207,3164.03051544755,3209.13030600696,3335.54765740495,3329.20190645865,3272.16191663829,3342.61657712668
Belize,BLZ,"Natural capital per capita, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.PC,264.093716938449,272.874647130471,292.857299662833,317.058183980848,334.147429341263,349.538866719144,368.251936577816,368.797022686645,379.028550022369,389.377011973357
Belize,BLZ,"Natural capital per capita, fisheries (constant 2018 US$)",NW.NCA.FISH.PC,0,991.133395646226,0,0,1761.28611049438,0,535.361985747697,301.343947355206,391.944790208215,684.980461413903
Belize,BLZ,"Natural capital per capita, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.PC,4868.56223686801,4634.75688549725,4547.88888278516,4442.23695283224,4441.8440545017,4426.38257625653,4360.14127760533,4356.85626286463,4220.26822880532,4250.24742211597
Belize,BLZ,"Natural capital per capita, forests: timber (constant 2018 US$)",NW.NCA.FTIM.PC,320.05011120745,379.669307902676,418.831663630772,442.821430728141,472.093636715243,517.42971337397,497.177843701298,510.022957869609,508.130991674583,476.810840056857
Belize,BLZ,"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,590.196425286508,796.465531926999,993.493976863936,1336.82982755659,1492.64868627164,1641.31072370964,1524.50132613404,1081.8584541769,772.046928744179,568.59845742971
Belize,BLZ,"Natural capital per capita, mangroves (constant 2018 US$)",NW.NCA.MANG.PC,1672.06247658176,1649.17106672859,1563.68454282011,1482.1736993432,1404.51789446138,1330.49337484204,1259.89952539709,1192.5285258031,1128.12852288661,1066.3921842747
Belize,BLZ,"Natural capital per capita, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.PC,593.588741964125,796.465531926999,993.493976863936,1336.82982755659,1492.64868627164,1641.31072370964,1524.50132613404,1081.8584541769,772.046928744179,568.59845742971
